text,label,domain,timestamp,clean_text,tokens,joined_tokens,vader_compound,vader_pos,vader_neu,vader_neg,cluster
The hotel process was convenient and the staff were very helpful.,positive,travel,2025-07-10 08:45:50.959014,The hotel process was convenient and the staff were very helpful.,"['hotel', 'process', 'convenient', 'staff', 'helpful']",hotel process convenient staff helpful,0.4754,0.236,0.764,0.0,5
My itinerary was enjoyed at the airport and I need assistance.!!!,positive,travel,2025-07-10 20:39:03.080529,My itinerary was enjoyed at the airport and I need assistance!,"['itinerary', 'enjoyed', 'airport', 'need', 'assistance']",itinerary enjoyed airport need assistance,0.5562,0.264,0.736,0.0,1
I have a terrible check-in at the Grand Hyatt that I need to get a check-in for.,neutral,travel,2025-07-10 19:49:15.202044,I have a terrible check-in at the Grand Hyatt that I need to get a check-in for.,"['terrible', 'check-in', 'grand', 'hyatt', 'need', 'get', 'check-in']",terrible check-in grand hyatt need get check-in,-0.0258,0.142,0.711,0.147,3
The itinerary process was overbooked and the staff w like ere very helpful.,negative,travel,2025-07-10 23:36:27.323560,The itinerary process was overbooked and the staff w like ere very helpful.,"['itinerary', 'process', 'overbooked', 'staff', 'w', 'like', 'ere', 'helpful']",itinerary process overbooked staff w like ere helpful,0.6801,0.337,0.663,0.0,5
My refund was delayed at the airport and I need assistance....,negative,travel,2025-07-10 22:20:39.445075,My refund was delayed at the airport and I need assistance.,"['refund', 'delayed', 'airport', 'need', 'assistance']",refund delayed airport need assistance,-0.2263,0.0,0.84,0.16,1
I have a convenient booking at the Grand Hyatt that I need to get a booking for....,positive,travel,2025-07-10 19:01:51.566590,I have a convenient booking at the Grand Hyatt that I need to get a booking for.,"['convenient', 'booking', 'grand', 'hyatt', 'need', 'get', 'booking']",convenient booking grand hyatt need get booking,0.4588,0.158,0.842,0.0,3
Our destination to London was booked and the experience was disappointing....,negative,travel,2025-07-10 14:14:03.688105,Our destination to London was booked and the experience was disappointing.,"['destination', 'london', 'booked', 'experience', 'disappointing']",destination london booked experience disappointing,-0.4939,0.0,0.758,0.242,0
The destination process was terrible and the staff were very helpful.,negative,travel,2025-07-10 17:14:15.809620,The destination process was terrible and the staff were very helpful.,"['destination', 'process', 'terrible', 'staff', 'helpful']",destination process terrible staff helpful,-0.0018,0.204,0.592,0.204,5
The airline cancelled my itinerary and offered a scenic travel itinerary.,neutral,travel,2025-07-10 19:45:27.931136,The airline cancelled my itinerary and offered a scenic travel itinerary.,"['airline', 'cancelled', 'itinerary', 'offered', 'scenic', 'travel', 'itinerary']",airline cancelled itinerary offered scenic travel itinerary,-0.25,0.0,0.833,0.167,4
My voucher was found at the airport and I need assistance.!!!,negative,travel,2025-07-10 10:48:40.052651,My voucher was found at the airport and I need assistance!,"['voucher', 'found', 'airport', 'need', 'assistance']",voucher found airport need assistance,0.0,0.0,1.0,0.0,1
The booking process was disappointing and the staff were very helpful.,negative,travel,2025-07-10 11:37:52.174166,The booking process was disappointing and the staff were very helpful.,"['booking', 'process', 'disappointing', 'staff', 'helpful']",booking process disappointing staff helpful,-0.0276,0.202,0.589,0.209,5
Our refund to New York was found and the experience was wonderful.,positive,travel,2025-07-11 00:22:04.295681,Our refund to New York was found and the experience was wonderful.,"['refund', 'new', 'york', 'found', 'experience', 'wonderful']",refund new york found experience wonderful,0.5719,0.252,0.748,0.0,0
I have a scenic check-in at the Grand Hyatt that I need to get a check-in for.,positive,travel,2025-07-10 23:01:16.417196,I have a scenic check-in at the Grand Hyatt that I need to get a check-in for.,"['scenic', 'check-in', 'grand', 'hyatt', 'need', 'get', 'check-in']",scenic check-in grand hyatt need get check-in,0.4588,0.158,0.842,0.0,3
The destination process was first-class and the staff were very helpful.,positive,travel,2025-07-10 22:14:28.538711,The destination process was first-class and the staff were very helpful.,"['destination', 'process', 'first-class', 'staff', 'helpful']",destination process first-class staff helpful,0.4754,0.236,0.764,0.0,5
Our hotel to Sydney was upgraded and the experience was scenic.,positive,travel,2025-07-10 07:18:40.660227,Our hotel to Sydney was upgraded and the experience was scenic.,"['hotel', 'sydney', 'upgraded', 'experience', 'scenic']",hotel sydney upgraded experience scenic,0.0,0.0,1.0,0.0,0
The airline confirmed my hotel and offered a first-class travel hotel.,positive,travel,2025-07-11 01:46:52.781742,The airline confirmed my hotel and offered a first-class travel hotel.,"['airline', 'confirmed', 'hotel', 'offered', 'first-class', 'travel', 'hotel']",airline confirmed hotel offered first-class travel hotel,0.0,0.0,1.0,0.0,4
I have a scenic seat at the Grand Hyatt that I need to get a seat for.,negative,travel,2025-07-10 14:24:04.903257,I have a scenic seat at the Grand Hyatt that I need to get a seat for.,"['scenic', 'seat', 'grand', 'hyatt', 'need', 'get', 'seat']",scenic seat grand hyatt need get seat,0.4588,0.158,0.842,0.0,3
The booking process was scenic and the staff were very helpful.,neutral,travel,2025-07-10 09:18:17.024772,The booking process was scenic and the staff were very helpful.,"['booking', 'process', 'scenic', 'staff', 'helpful']",booking process scenic staff helpful,0.4754,0.236,0.764,0.0,5
My itinerary was upgraded at the airport and I need assistance.,positive,travel,2025-07-10 16:51:29.146287,My itinerary was upgraded at the airport and I need assistance.,"['itinerary', 'upgraded', 'airport', 'need', 'assistance']",itinerary upgraded airport need assistance,0.0,0.0,1.0,0.0,1
I want to confirm my flight for the wonderful flight to Paris.,positive,travel,2025-07-10 08:58:41.267803,I want to confirm my flight for the wonderful flight to Paris.,"['want', 'confirm', 'flight', 'wonderful', 'flight', 'paris']",want confirm flight wonderful flight paris,0.6124,0.333,0.667,0.0,2
Our flight to Sydney was booked and the experience was non-refundable.,negative,travel,2025-07-11 04:48:53.389318,Our flight to Sydney was booked and the experience was non-refundable.,"['flight', 'sydney', 'booked', 'experience', 'non-refundable']",flight sydney booked experience non-refundable,0.0,0.0,1.0,0.0,0
The booking process was scenic and the staff were very helpful. ?!? (ticket:595036),negative,travel,2025-07-10 21:29:05.510833,The booking process was scenic and the staff were very helpful. ? (ticket:595036),"['booking', 'process', 'scenic', 'staff', 'helpful', 'ticket:595036']",booking process scenic staff helpful ticket:595036,0.4754,0.205,0.795,0.0,5
Our luggage to Paris was found and the experience was terrible.,negative,travel,2025-07-10 10:03:17.632348,Our luggage to Paris was found and the experience was terrible.,"['luggage', 'paris', 'found', 'experience', 'terrible']",luggage paris found experience terrible,-0.4767,0.0,0.763,0.237,0
The airline cancelled my itinerary and offered a non-refundable travel itinerary.,neutral,travel,2025-07-10 18:56:29.753863,The airline cancelled my itinerary and offered a non-refundable travel itinerary.,"['airline', 'cancelled', 'itinerary', 'offered', 'non-refundable', 'travel', 'itinerary']",airline cancelled itinerary offered non-refundable travel itinerary,-0.25,0.0,0.833,0.167,4
The voucher process was overbooked and the staff were very helpful.,negative,travel,2025-07-11 04:30:41.875379,The voucher process was overbooked and the staff were very helpful.,"['voucher', 'process', 'overbooked', 'staff', 'helpful']",voucher process overbooked staff helpful,0.4754,0.236,0.764,0.0,5
Our booking to Rome was lost and the experience was non-refundable. ?!?,neutral,travel,2025-07-10 21:06:53.996894,Our booking to Rome was lost and the experience was non-refundable. ?,"['booking', 'rome', 'lost', 'experience', 'non-refundable']",booking rome lost experience non-refundable,-0.3182,0.0,0.827,0.173,0
I want to confirm my destination for the overbooked destination to Paris.,negative,travel,2025-07-10 22:00:06.118409,I want to confirm my destination for the overbooked destination to Paris.,"['want', 'confirm', 'destination', 'overbooked', 'destination', 'paris']",want confirm destination overbooked destination paris,0.0772,0.106,0.894,0.0,2
I want to confirm my refund for the first-class refund to Paris.,positive,travel,2025-07-10 15:42:18.239924,I want to confirm my refund for the first-class refund to Paris.,"['want', 'confirm', 'refund', 'first-class', 'refund', 'paris']",want confirm refund first-class refund paris,0.0772,0.106,0.894,0.0,2
My luggage was cancelled at the airport and I need assistance. ?!?,neutral,travel,2025-07-10 16:02:30.361439,My luggage was cancelled at the airport and I need assistance. ?,"['luggage', 'cancelled', 'airport', 'need', 'assistance']",luggage cancelled airport need assistance,-0.25,0.0,0.846,0.154,1
My flight was booked at the airport and I need assistance.,negative,travel,2025-07-11 06:46:42.482954,My flight was booked at the airport and I need assistance.,"['flight', 'booked', 'airport', 'need', 'assistance']",flight booked airport need assistance,0.0,0.0,1.0,0.0,1
[REF-9614] I want to confirm my seat for the disappointing seat to Paris.,negative,travel,2025-07-10 18:48:54.604470,[REF-9614] I want to confirm my seat for the disappointing seat to Paris.,"['ref-9614', 'want', 'confirm', 'seat', 'disappointing', 'seat', 'paris']",ref-9614 want confirm seat disappointing seat paris,-0.4404,0.084,0.71,0.206,2
The airline delayed my refund and offered a terrible travel refund. ?!?,negative,travel,2025-07-10 20:24:06.725985,The airline delayed my refund and offered a terrible travel refund. ?,"['airline', 'delayed', 'refund', 'offered', 'terrible', 'travel', 'refund']",airline delayed refund offered terrible travel refund,-0.6124,0.0,0.667,0.333,4
The airline confirmed my booking and offered a first-class travel booking.,positive,travel,2025-07-11 04:16:18.847500,The airline confirmed my booking and offered a first-class travel booking.,"['airline', 'confirmed', 'booking', 'offered', 'first-class', 'travel', 'booking']",airline confirmed booking offered first-class travel booking,0.0,0.0,1.0,0.0,4
My flight was found at the airport and I need assistance.,positive,travel,2025-07-11 05:26:30.969015,My flight was found at the airport and I need assistance.,"['flight', 'found', 'airport', 'need', 'assistance']",flight found airport need assistance,0.0,0.0,1.0,0.0,1
Our voucher to Rome was booked and the experience was wonderful.,positive,travel,2025-07-10 23:50:43.090530,Our voucher to Rome was booked and the experience was wonderful.,"['voucher', 'rome', 'booked', 'experience', 'wonderful']",voucher rome booked experience wonderful,0.5719,0.27,0.73,0.0,0
The destination process was first-class and the staff were very helpful.,positive,travel,2025-07-10 20:19:55.212046,The destination process was first-class and the staff were very helpful.,"['destination', 'process', 'first-class', 'staff', 'helpful']",destination process first-class staff helpful,0.4754,0.236,0.764,0.0,5
My flight was booked at the airport and I need assistance.,neutral,travel,2025-07-11 02:44:07.333561,My flight was booked at the airport and I need assistance.,"['flight', 'booked', 'airport', 'need', 'assistance']",flight booked airport need assistance,0.0,0.0,1.0,0.0,1
I want to confirm my itinerary for the non-refundable itinerary to Paris.,neutral,travel,2025-07-10 11:56:19.455076,I want to confirm my itinerary for the non-refundable itinerary to Paris.,"['want', 'confirm', 'itinerary', 'non-refundable', 'itinerary', 'paris']",want confirm itinerary non-refundable itinerary paris,0.0772,0.106,0.894,0.0,2
Our itinerary to Paris was delayed and the experience was disappointing. ?!?,neutral,travel,2025-07-11 09:37:31.576591,Our itinerary to Paris was delayed and the experience was disappointing. ?,"['itinerary', 'paris', 'delayed', 'experience', 'disappointing']",itinerary paris delayed experience disappointing,-0.6249,0.0,0.662,0.338,0
The airline delayed my reservation and offered a disappointing travel reservation.!!!,negative,travel,2025-07-10 16:42:43.698106,The airline delayed my reservation and offered a disappointing travel reservation!,"['airline', 'delayed', 'reservation', 'offered', 'disappointing', 'travel', 'reservation']",airline delayed reservation offered disappointing travel reservation,-0.6588,0.0,0.625,0.375,4
I have a wonderful booking at the Grand Hyatt that I need to get a booking for.,positive,travel,2025-07-11 11:14:55.819622,I have a wonderful booking at the Grand Hyatt that I need to get a booking for.,"['wonderful', 'booking', 'grand', 'hyatt', 'need', 'get', 'booking']",wonderful booking grand hyatt need get booking,0.7717,0.309,0.691,0.0,3
My hotel was delayed at the airport and I need assistance.,negative,travel,2025-07-10 16:44:07.941137,My hotel was delayed at the airport and I need assistance.,"['hotel', 'delayed', 'airport', 'need', 'assistance']",hotel delayed airport need assistance,-0.2263,0.0,0.84,0.16,1
