text,label,domain,timestamp,clean_text,tokens,joined_tokens
A high-value transaction of $1036.22 on my mortgage was denied.,neutral,banking,2025-07-10 20:30:25.200366,A high-value transaction of $1036.22 on my mortgage was denied.,"['high-value', 'transaction', '1036.22', 'mortgage', 'denied']",high-value transaction 1036.22 mortgage denied
The account was deposited due to insufficient funds.,negative,banking,2025-07-11 00:13:37.321881,The account was deposited due to insufficient funds.,"['account', 'deposited', 'due', 'insufficient', 'fund']",account deposited due insufficient fund
My recent account for $3762.89 has not been processed correctly.,positive,banking,2025-07-11 01:30:49.443396,My recent account for $3762.89 has not been processed correctly.,"['recent', 'account', '3762.89', 'processed', 'correctly']",recent account 3762.89 processed correctly
There is a urgent hold on my overdraft that needs to be withdrew.!!!,negative,banking,2025-07-10 14:21:01.564911,There is a urgent hold on my overdraft that needs to be withdrew!,"['urgent', 'hold', 'overdraft', 'need', 'withdrew']",urgent hold overdraft need withdrew
A declined transaction of $4251.15 on my overdraft was flagged.,negative,banking,2025-07-11 05:12:13.686427,A declined transaction of $4251.15 on my overdraft was flagged.,"['declined', 'transaction', '4251.15', 'overdraft', 'flagged']",declined transaction 4251.15 overdraft flagged
There is a declined ho umm ld on my overdraft that needs to be charged.,negative,banking,2025-07-11 02:05:25.807942,There is a declined ho umm ld on my overdraft that needs to be charged.,"['declined', 'ho', 'umm', 'ld', 'overdraft', 'need', 'charged']",declined ho umm ld overdraft need charged
There is a pending hold on my mortgage that needs to be withdrew....,neutral,banking,2025-07-10 23:06:37.929457,There is a pending hold on my mortgage that needs to be withdrew.,"['pending', 'hold', 'mortgage', 'need', 'withdrew']",pending hold mortgage need withdrew
My recent balance for $4371.11 has not been processed correctly.,positive,banking,2025-07-10 19:44:50.050972,My recent balance for $4371.11 has not been processed correctly.,"['recent', 'balance', '4371.11', 'processed', 'correctly']",recent balance 4371.11 processed correctly
My recent account for $748.33 has not been processed correctly ... ....,positive,banking,2025-07-10 11:31:02.172487,My recent account for $748.33 has not been processed correctly . .,"['recent', 'account', '748.33', 'processed', 'correctly']",recent account 748.33 processed correctly
I am writing to report a successful issue with my transaction.!!!,positive,banking,2025-07-11 00:15:14.294003,I am writing to report a successful issue with my transaction!,"['writing', 'report', 'successful', 'issue', 'transaction']",writing report successful issue transaction
[REF-3013] The payment was flagged due to insufficient funds.!!! (ticket:305427),negative,banking,2025-07-11 09:47:26.415518,[REF-3013] The payment was flagged due to insufficient funds! (ticket:305427),"['ref-3013', 'payment', 'flagged', 'due', 'insufficient', 'fund', 'ticket:305427']",ref-3013 payment flagged due insufficient fund ticket:305427
I would like to inquire about the mortgage on my savings account....,neutral,banking,2025-07-11 04:31:38.537033,I would like to inquire about the mortgage on my savings account.,"['would', 'like', 'inquire', 'mortgage', 'saving', 'account']",would like inquire mortgage saving account
A pending transaction of $4956.62 on my balance was flagged.,neutral,banking,2025-07-10 23:58:50.658548,A pending transaction of $4956.62 on my balance was flagged.,"['pending', 'transaction', '4956.62', 'balance', 'flagged']",pending transaction 4956.62 balance flagged
I would like to inquire about the payment on my savings account.,negative,banking,2025-07-11 08:24:02.780063,I would like to inquire about the payment on my savings account.,"['would', 'like', 'inquire', 'payment', 'saving', 'account']",would like inquire payment saving account
I am writing to report a urgent issue with my payment.!!!,positive,banking,2025-07-11 09:22:14.901579,I am writing to report a urgent issue with my payment!,"['writing', 'report', 'urgent', 'issue', 'payment']",writing report urgent issue payment
I am writing to report a successful issue with my loan.,positive,banking,2025-07-11 07:01:27.023094,I am writing to report a successful issue with my loan.,"['writing', 'report', 'successful', 'issue', 'loan']",writing report successful issue loan
I am writing to report a declined issue with my balance.,positive,banking,2025-07-11 02:42:39.144609,I am writing to report a declined issue with my balance.,"['writing', 'report', 'declined', 'issue', 'balance']",writing report declined issue balance
My recent transaction for $1494.14 has not been processed correctly.,positive,banking,2025-07-10 18:01:51.266124,My recent transaction for $1494.14 has not been processed correctly.,"['recent', 'transaction', '1494.14', 'processed', 'correctly']",recent transaction 1494.14 processed correctly
My recent transaction for $104.6 has not been processed correctly.,negative,banking,2025-07-10 17:17:03.387639,My recent transaction for $104.6 has not been processed correctly.,"['recent', 'transaction', '104.6', 'processed', 'correctly']",recent transaction 104.6 processed correctly
There is a erroneous hold on my transaction that needs to be investigated. ?!?,negative,banking,2025-07-11 07:36:15.509155,There is a erroneous hold on my transaction that needs to be investigated. ?,"['erroneous', 'hold', 'transaction', 'need', 'investigated']",erroneous hold transaction need investigated
I would like to inquire about the statement on my savings account....,positive,banking,2025-07-11 08:43:27.630670,I would like to inquire about the statement on my savings account.,"['would', 'like', 'inquire', 'statement', 'saving', 'account']",would like inquire statement saving account
The statement was disputed due to insufficient funds.,neutral,banking,2025-07-10 16:27:39.752185,The statement was disputed due to insufficient funds.,"['statement', 'disputed', 'due', 'insufficient', 'fund']",statement disputed due insufficient fund
The interest rate was transferred due to insufficient funds.,negative,banking,2025-07-10 14:47:51.873700,The interest rate was transferred due to insufficient funds.,"['interest', 'rate', 'transferred', 'due', 'insufficient', 'fund']",interest rate transferred due insufficient fund
A erroneous transaction of $1588.23 on my loan was denied.,neutral,banking,2025-07-11 03:37:03.995215,A erroneous transaction of $1588.23 on my loan was denied.,"['erroneous', 'transaction', '1588.23', 'loan', 'denied']",erroneous transaction 1588.23 loan denied
I would like to inquire about the interest rate on my savings account.,negative,banking,2025-07-10 20:21:16.116730,I would like to inquire about the interest rate on my savings account.,"['would', 'like', 'inquire', 'interest', 'rate', 'saving', 'account']",would like inquire interest rate saving account
The payment was transferred due to insufficient funds.,negative,banking,2025-07-11 04:29:28.238246,The payment was transferred due to insufficient funds.,"['payment', 'transferred', 'due', 'insufficient', 'fund']",payment transferred due insufficient fund
[REF-2634] The balance was i like nvestigated due to insufficient funds.,negative,banking,2025-07-10 15:04:40.359761,[REF-2634] The balance was i like nvestigated due to insufficient funds.,"['ref-2634', 'balance', 'like', 'nvestigated', 'due', 'insufficient', 'fund']",ref-2634 balance like nvestigated due insufficient fund
My recent deposit for $1648.96 has not been processed correctly.,positive,banking,2025-07-11 06:35:52.481276,My recent deposit for $1648.96 has not been processed correctly.,"['recent', 'deposit', '1648.96', 'processed', 'correctly']",recent deposit 1648.96 processed correctly
A suspicious transaction of $1836.59 on my overdraft was disputed.,negative,banking,2025-07-10 21:36:04.602791,A suspicious transaction of $1836.59 on my overdraft was disputed.,"['suspicious', 'transaction', '1836.59', 'overdraft', 'disputed']",suspicious transaction 1836.59 overdraft disputed
There is a pending hold on my deposit that needs to be withdrew.,positive,banking,2025-07-11 04:49:16.724306,There is a pending hold on my deposit that needs to be withdrew.,"['pending', 'hold', 'deposit', 'need', 'withdrew']",pending hold deposit need withdrew
My recent balance for $982.32 has not been processed correctly.,positive,banking,2025-07-11 04:38:28.845822,My recent balance for $982.32 has not been processed correctly.,"['recent', 'balance', '982.32', 'processed', 'correctly']",recent balance 982.32 processed correctly
I am writing to report a high-value issue with my overdraft.,neutral,banking,2025-07-10 23:48:40.967337,I am writing to report a high-value issue with my overdraft.,"['writing', 'report', 'high-value', 'issue', 'overdraft']",writing report high-value issue overdraft
The payment was denied due to insufficient funds.,neutral,banking,2025-07-11 04:59:53.088852,The payment was denied due to insufficient funds.,"['payment', 'denied', 'due', 'insufficient', 'fund']",payment denied due insufficient fund
I am writing to report a high-value issue with my payment.,positive,banking,2025-07-11 14:24:05.210367,I am writing to report a high-value issue with my payment.,"['writing', 'report', 'high-value', 'issue', 'payment']",writing report high-value issue payment
I would like to inquire about the credit card on my savings account.,neutral,banking,2025-07-10 18:08:17.331882,I would like to inquire about the credit card on my savings account.,"['would', 'like', 'inquire', 'credit', 'card', 'saving', 'account']",would like inquire credit card saving account
The statement was disputed due to insufficient funds.,neutral,banking,2025-07-11 09:34:29.453398,The statement was disputed due to insufficient funds.,"['statement', 'disputed', 'due', 'insufficient', 'fund']",statement disputed due insufficient fund
My recent fraud for $1364.69 has not been processed correctly.,neutral,banking,2025-07-11 13:32:41.574913,My recent fraud for $1364.69 has not been processed correctly.,"['recent', 'fraud', '1364.69', 'processed', 'correctly']",recent fraud 1364.69 processed correctly
I am writing to report a high-value issue with my interest rate.,negative,banking,2025-07-11 12:06:53.696428,I am writing to report a high-value issue with my interest rate.,"['writing', 'report', 'high-value', 'issue', 'interest', 'rate']",writing report high-value issue interest rate
My recent credit card for $2553.58 has not been processed correctly.,negative,banking,2025-07-11 12:24:05.817943,My recent credit card for $2553.58 has not been processed correctly.,"['recent', 'credit', 'card', '2553.58', 'processed', 'correctly']",recent credit card 2553.58 processed correctly
A URGENT TRANSACTION OF $2886.19 ON MY ACCOUNT WAS DENIED.,negative,banking,2025-07-11 15:19:17.939458,A URGENT TRANSACTION OF $2886.19 ON MY ACCOUNT WAS DENIED.,"['urgent', 'transaction', '2886.19', 'account', 'denied']",urgent transaction 2886.19 account denied
